rewire_id,text,label
kenya2022_english-546,"[USER] Is Raila an MP? Why don't you first ask your Sugoi looter to return all looted wealth from Eurobond, NYS, Galana Kulalu, Kimwarer and Arror, and NCPB before you can lecture us on Raila!",
kenya2022_english-547,[USER] [USER] [USER] There's nothing new you will say apart from your usual insults to Uhuru and Raila because they f their fathers.,
kenya2022_english-548,"[USER] Raila is Kenyatta’s FAMILY Project! nothing Kenyan about his Bid ! It’s Purely Uhuru’s Interest that he’s Supposed to Guard ,Actualize, Protect and Expand ! There’s NOTHING For the Common MWANANCHI  in this Political Matrix !",
kenya2022_english-549,"Is there a person on God's green earth the witch doesn't eventually betray and kick in the teeth AFTER they have been useful to his selfish, magalomanic, self centred lust for power ?",
kenya2022_english-550,"[USER] Stupid [USER]. Ruto is at liberty to enjoy all privileges attached to his office, as an elected official of the state. What office does Raila hold to guarantee him enjoyment of state privileges, save for being Uhuru' ass licker?",
kenya2022_english-551,[USER] KALENJINS TRIBALISTS are the most cruel.. Ruto has been killing our people since 1990. The few politicians from Mt Kenya who have accepted bribes from Ruto are cowards and sell outs. Bring it on we square out. Raila 90%  mt Kenya,
kenya2022_english-552,[USER] I really love the confidence of the Azimio guys. They're truly aware that their senile master is way way below Dr. Ruto in approval ratings but they keep consoling themselves and fellow cows that all is well. Actually what you are doing is the best for Raila' sugar levels,
kenya2022_english-553,[USER] It is better.  That mwendwa guy is an alleged fraud. Do not just defend him because he is a Kamba. He has allegedly been working with Arap Mashamba to  frustrate football in Kenya because the sport is dominated by Luos/Luhyas so as to hit at Eng. [USER]. Akwende,
kenya2022_english-554,[USER] A pipe dream wish by a 'professor' you better wake up from a deep slumber. As long as the flag-bearer is raila the Mt region is N'GOOO !!!,
kenya2022_english-555,"[USER] Weta and mudavadi are better off in UDA rather than be with the corrupt ""jesus"" who washes peoples sins for his own benefits. It's only ignorance that would have made them follow raila.",
kenya2022_english-556,[USER] [USER] Azimio sympathisers hope that we will start killing our neighbors and in-laws because of election! #Hatupagwigwi We are all against the Puppet Raila Kalenjins will not be involved in any ploy to destabilize Kenya.,
kenya2022_english-557,"The one and only reason I'll vote for Raila is to break the tribal hegemony of the Kikuyu and Kalenjin tribes who've held the presidency since independence. Hii nchi si ya kabila mbili, ni yetu sisi wote",
kenya2022_english-558,"Fortunately, the people of the Mountain don't trust nor believe UHURU, Jubilee n their agents.  Whatever they say in Sagana will be of no effect on the support of Ruto in the Mountain",
kenya2022_english-559,[USER] Raila has been blamed by wheelbarrow man for 9 years now and he is just getting better. Form your party and run for presidency in it. That's what we do in Kenya.,
kenya2022_english-560,"[USER] [USER] This white pple are the most stupid ever, they don't want a stable African leader to be in power, they want those that can be easily remoted and snatch our resources easily via these white remoted leaders. Lets focus with Ruto, baba is the most corrupt ni ile anacheza chin ya maj",
kenya2022_english-561,"In well reasoning nation, NO ONE should elect,  Ruto or Raila.(Same monkeys, different forests  Uhuru should be jailed after his term on corruption charges (pandora, KEMSA, etc).  #SaganaDeclaration  Uhuru Pandora",
kenya2022_english-562,Are you bragging because you know Walibora died. And for your information any Luo who speaks fluent Kiswahili is mkora 😃😂🏃🏾🏃🏾🏃🏾🏃🏾,
kenya2022_english-563,"Says TANGATANGA JIHADIST who occasionally visit Karen to collect coins for BUNDLES as  UDA online Mujaheedin,be like  [USER] who take pictures in the office after collecting the coins, in other words, don't be afraid to  to tell people that you have auctioned your  🧠",
kenya2022_english-564,"[USER] Uhuru deserve to stay in power for the next ten years.Ruto is like a jigger in this nation.He is busy peddling lies calling himself a Hustler but in real sense he is a land grabber,Corrupt and so tribalistic",
kenya2022_english-565,[USER] [USER] [USER] You have been a friend to our company bus driver for long but I never knew you are such tribal. Kenya is one and we are one people with one destiny. Mentioning your tribe on a global platform waters down what is left between your ears. We don't need tribalists in UDA. To hell.,
kenya2022_english-566,"President Uhuru Kenyatta has already Arrived at Sagana State lodge for the sagana 3 Declaration , Wherever UDAku Minions are they should be having handkerchiefs for tears ,Tissue paper For the running stomach and Bible verses to Console DP Ruto , Mt Kenya will shake 🔥 #UhuruWetu",
kenya2022_english-567,"[USER] You said Uhuru was fooling Raila , Lie. Is this the new narrative ? This too will pass by the wind. Think of another one. By the way my advice, go for women rep seat, the other one nooooo way",
kenya2022_english-568,[USER] What do we call People who vote for a murderers and thieves?Jesus asked Arap Mashamba..He said IDIOTS AND PEASANTS   -Ruto 1:2,
kenya2022_english-569,[USER] [USER] Ruro has used his cash to buy kikuyus whoever said that kikuyus cannot be bought but can only be hired mungu akusamehe  this man ruto has done it so well.Even educated kikuyus and youths are now sycophants yet they see lies in ruto,
kenya2022_english-570,[USER] [USER] U are heading nowhere.......you are singing Mr kitendawili day and night coz you know if you make a mistake of not singing the song you will be chased like  a burukenge,
kenya2022_english-571,[USER] It is Raila who always causes wars in this Kenya! Danganya watoto. And if I could leave Kenya I would if Raila wins. That's what I would do. Too bad both Raila and Uhuru have made me poor so I am condemned to be here and see an abomination ascend on the throne!,
kenya2022_english-572,"[USER] [USER] Ruto will massacre the kikuyus and isolate them for the next 100 years if God forbids he takes over power, Ruto hates kikuyus with passion he has never denied that fact, nyinyi ata kwa dawa hamuwezi saidika.",
kenya2022_english-573,"Uhuru hopes it's his project [USER] so that they can nothing keep hiding the naked truth from #Kenyans. #Kenya is broke,bankrupt n in serious debt. [USER] and [USER] are equally guilty of Economic Crimes and Treason. China practically owns us n [USER] the balance",
kenya2022_english-574,"[USER] [USER] You pretend to love Kikuyus but we know when Raila becomes president ( God Forbid) you might use your influence to Displace Kikuyus, Kipsigis and Kisii's from Narok",
kenya2022_english-575,"[USER] [USER] [USER] Yes, Baba is a class and in a class above the Wanjigis and Rutos of this world. Oppose him at your own peril and humiliation.",
kenya2022_english-576,"So this is what it was all about, paying tribesman millions of poor taxpayers money only to tell them that Ruto is a thief despite telling them daily. Sober up and go in peace #SaganaDeclaration",
kenya2022_english-577,"[USER] Let it EVEN EXPLODE,we DON’T give a FUCK….FACT is,it’s a UHURU CIRCUS and a SPECIAL UNCIRCUMCISED GUEST from the LAKESIDE,to assist with the days AGENDA of INSULTING RUTO!!",
kenya2022_english-578,"[USER] U r sichuuupit, an armed robber if not what r u doing with all those guns and bullets ? U think by parading ua fellow idiots on ODM caps will make us not see you as a yUDAsamoei ruto stooge ?",
kenya2022_english-579,"[USER] tell him sisi wakikuyu tutamke sure we take raila home this time for good ,,,,he is not our kingpin ,the moment ruto chooses a Kikuyu dp ,the dp will be our kingpin,.. We are tired of u guys ,u are misusing the power we gave you",
kenya2022_english-580,"But what’s not true? He is a confessed mganga, tells all stories by way of vitendawili, and most definitely has all the qualifications of A STATE PROJECT. I have deconstructed it for you.",
kenya2022_english-581,Kenya is not KIKUYUS; if you cant be lead by anybody then secede. Every part of Kenya fought the  Europeans  who invaded Kenya in different parts of Kenya. MAU MAU fought for land - you are still MADOADOA. U can vote mr ruto without demeaning other Kenyan tribes,
kenya2022_english-582,[USER] [USER] [USER] I hate arguing with women on this platform .... but let me just ask you a simple what is it that Ruto has done to your county that you can be proud of if you are asked by somebody ..,
kenya2022_english-583,"[USER] [USER] [USER] [USER] Is positive peace burning women and children taking refuge in a church? Killing witnesses who refuse to recant their testimonies? Stealing ""only"" 7 billion from projects supposed to help his own people?",
kenya2022_english-584,",Raila Odinga,  who can contain this Moi menace is a welcome happenstance from Kenyattas. We shall finally be able to free ourselves from the curse of Kanu imposed by mau mau between 1957 and 1963, when it finally downed on the fighters that all along, Jomo had been fighting on",
kenya2022_english-585,"[USER] You won't and will never become President of Kenya. Get from me Mr Tinga. Rutto is ubwogable,jus some months you will be shocked as he will be sweared in 💪",
kenya2022_english-586,I have said it over and over. Allow me to repeat it AGAIN. ODM IS A HOUSE OF RAILA. YEYE HUAMUA KITWNDWKALO KWA CHAMA AND NOTHING LIKE DEMOCRACY IN ODM. OPARANYA AND JOHO WALIBWEEEEKA SAAI WAMETULIZWA. WAACHIE CHAMA NDUGU,
kenya2022_english-587,"[USER] So what will you tell us incase Ruto looses? That God of Abraham was defeated by an African and a Kikuyu god to be speficic, Right? It will be the best Decolonisation Chapter I've ever read.",
kenya2022_english-588,[USER] [USER] [USER] [USER] Raila is  the most betrayer in kenya and the world after putin of russia .,
kenya2022_english-589,[USER] [USER] [USER] The citizens don't eat GDP ..... What we need in Kenya is economic freedom and the rest will fall in place. The Gini coefficient is still very high. Economy still under the few Asians and people who manages to steal since independence. Quite unfortunate for my dear country.,
kenya2022_english-590,"Imagine a country led by William Ruto, with men around him being top government officials. With the illiterate men and women he always front occupying top elective positions. Kenya would look more disorganised and confused.",
kenya2022_english-591,How Raila managed to turn BBI embarrsment into Azimio i what i have never understood. 😃Politicians are good at what they do,
kenya2022_english-592,"mudavadi, wetangula had to convene a village gathering to keep busy from the rumble in the capital but word has gotten to them the trees have been cut and the monkeys have nowhere to bury their heads [USER] #AzimioLaUmoja #The5th",
kenya2022_english-593,[USER] This is a confirmation that BBI was to create a position for the 'too young to retire' Uhuru. I'm now fully convinced that the only crime Ruto committed was standing in the way of our Muthamaki who wanted to continue rulling. BBI will now be passed to create a PM position for UK,
